burnout,horas_semana,velocidad_alta,plazos_ajustados,demanda_emocional,presentismo,autonomia,apoyo_jefe,apoyo_companeros,reconocimiento,conciliacion,bienestar_who5,tamanio_empresa,sector,nivel_educativo,genero,teletrabajo,tipo_contrato,ocupacion_isco,edad,burnout_bin
,72.0,3.0,4.0,2.0,1.0,,,4.0,4.0,3.0,64.0,2.0,2,8.0,1,5.0,1.0,1,46.0,
2.0,40.0,3.0,3.0,2.0,2.0,,5.0,5.0,2.0,3.0,68.0,2.0,2,4.0,1,1.0,1.0,5,28.0,0.0
2.0,45.0,3.0,3.0,3.0,2.0,3.67,5.0,4.0,5.0,4.0,72.0,8.0,2,5.0,1,2.0,1.0,5,28.0,0.0
1.0,40.0,5.0,5.0,4.0,2.0,1.0,5.0,2.0,2.0,5.0,76.0,4.0,2,5.0,1,2.0,1.0,4,58.0,1.0
,40.0,5.0,4.0,3.0,2.0,4.33,5.0,5.0,4.0,4.0,56.0,2.0,2,9.0,1,3.0,1.0,1,39.0,
,42.0,4.0,2.0,2.0,1.0,3.67,,,4.0,4.0,56.0,2.0,2,3.0,1,1.0,,5,60.0,
,40.0,3.0,2.0,1.0,2.0,,5.0,5.0,5.0,5.0,64.0,3.0,2,7.0,1,4.0,1.0,2,34.0,
3.0,40.0,1.0,1.0,3.0,1.0,1.0,,4.0,3.0,2.0,16.0,4.0,2,4.0,1,1.0,6.0,5,51.0,1.0
2.0,40.0,5.0,2.0,5.0,2.0,2.67,,5.0,3.0,4.0,68.0,2.0,2,5.0,1,1.0,2.0,9,22.0,0.0
,37.0,2.0,1.0,1.0,2.0,4.67,,,5.0,5.0,68.0,1.0,2,7.0,2,1.0,1.0,7,33.0,
,70.0,5.0,3.0,4.0,1.0,3.67,,,1.0,3.0,40.0,2.0,2,6.0,2,1.0,,5,50.0,
3.0,42.0,4.0,1.0,3.0,1.0,3.33,4.0,5.0,4.0,2.0,68.0,2.0,2,3.0,2,1.0,1.0,5,58.0,1.0
,50.0,3.0,2.0,2.0,1.0,1.67,,,4.0,4.0,44.0,1.0,2,5.0,2,1.0,,5,50.0,
,48.0,3.0,3.0,2.0,2.0,,,,4.0,3.0,68.0,1.0,2,6.0,2,1.0,,5,29.0,
,40.0,5.0,2.0,5.0,2.0,4.0,2.0,5.0,2.0,3.0,40.0,3.0,2,7.0,2,2.0,1.0,2,28.0,
,40.0,5.0,5.0,2.0,2.0,,5.0,5.0,5.0,4.0,56.0,6.0,2,5.0,1,2.0,1.0,5,47.0,
,40.0,4.0,3.0,1.0,2.0,,5.0,5.0,4.0,5.0,80.0,4.0,2,2.0,2,2.0,1.0,4,45.0,
,50.0,5.0,3.0,2.0,1.0,,,,5.0,5.0,44.0,1.0,2,3.0,2,1.0,,5,43.0,
,15.0,2.0,4.0,2.0,1.0,,,,5.0,5.0,88.0,2.0,2,7.0,1,1.0,,1,55.0,
,20.0,5.0,1.0,5.0,1.0,2.0,,5.0,2.0,5.0,16.0,5.0,2,6.0,2,1.0,1.0,9,22.0,
,40.0,4.0,1.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0,60.0,5.0,2,4.0,2,1.0,2.0,5,23.0,
,40.0,5.0,5.0,3.0,2.0,,5.0,5.0,5.0,5.0,100.0,7.0,2,7.0,1,4.0,1.0,3,26.0,
,40.0,3.0,4.0,4.0,2.0,2.67,,5.0,2.0,2.0,68.0,4.0,10,7.0,2,2.0,1.0,7,45.0,
4.0,40.0,1.0,3.0,1.0,2.0,1.0,,3.0,5.0,4.0,84.0,4.0,10,2.0,1,1.0,1.0,8,50.0,1.0
2.0,40.0,3.0,2.0,1.0,2.0,3.0,,,5.0,4.0,60.0,2.0,10,4.0,1,1.0,,9,20.0,0.0
,24.0,4.0,4.0,2.0,2.0,,,,5.0,5.0,76.0,2.0,10,5.0,1,1.0,,4,30.0,
,40.0,1.0,2.0,4.0,2.0,,4.0,4.0,1.0,2.0,80.0,4.0,10,2.0,1,5.0,,8,41.0,
2.0,37.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,68.0,4.0,10,6.0,2,6.0,1.0,4,49.0,0.0
3.0,45.0,5.0,2.0,1.0,2.0,,4.0,4.0,3.0,5.0,52.0,6.0,10,7.0,2,4.0,1.0,7,25.0,1.0
2.0,72.0,5.0,5.0,3.0,1.0,5.0,,,5.0,2.0,64.0,1.0,10,4.0,1,1.0,,8,36.0,0.0
4.0,60.0,1.0,3.0,1.0,1.0,1.33,,5.0,5.0,3.0,68.0,4.0,10,5.0,2,5.0,1.0,8,54.0,1.0
,40.0,1.0,5.0,3.0,1.0,4.33,5.0,3.0,5.0,4.0,96.0,5.0,10,5.0,1,1.0,1.0,8,49.0,
,60.0,1.0,3.0,3.0,2.0,,,,1.0,4.0,68.0,1.0,10,4.0,1,1.0,,8,47.0,
,35.0,1.0,1.0,3.0,2.0,3.33,5.0,5.0,5.0,5.0,80.0,8.0,10,5.0,1,1.0,1.0,8,43.0,
2.0,40.0,1.0,2.0,2.0,2.0,3.0,,,5.0,4.0,84.0,1.0,10,4.0,1,1.0,,8,30.0,0.0
,40.0,3.0,3.0,1.0,2.0,3.0,,5.0,4.0,4.0,88.0,4.0,10,4.0,1,5.0,1.0,8,63.0,
2.0,25.0,3.0,5.0,1.0,2.0,,1.0,3.0,3.0,4.0,76.0,4.0,10,4.0,1,1.0,1.0,9,35.0,0.0
1.0,45.0,3.0,5.0,5.0,1.0,2.33,,,5.0,4.0,60.0,1.0,10,7.0,1,1.0,,1,34.0,1.0
,40.0,3.0,5.0,2.0,2.0,,5.0,5.0,5.0,4.0,84.0,3.0,10,2.0,1,1.0,1.0,8,56.0,
2.0,40.0,2.0,2.0,2.0,2.0,3.67,,5.0,5.0,4.0,68.0,3.0,10,6.0,2,5.0,1.0,8,42.0,0.0
4.0,65.0,5.0,5.0,4.0,2.0,,,,1.0,2.0,40.0,4.0,10,5.0,2,1.0,,8,48.0,1.0
1.0,30.0,5.0,3.0,3.0,1.0,5.0,,,3.0,4.0,56.0,4.0,10,7.0,2,1.0,,1,39.0,1.0
,40.0,1.0,4.0,4.0,2.0,2.0,5.0,5.0,5.0,4.0,64.0,3.0,10,4.0,1,1.0,1.0,8,45.0,
,40.0,1.0,1.0,1.0,2.0,4.0,,,5.0,5.0,80.0,2.0,10,5.0,2,1.0,,4,48.0,
,60.0,4.0,4.0,3.0,1.0,2.67,,,3.0,3.0,68.0,1.0,10,5.0,1,1.0,,8,47.0,
2.0,6.0,3.0,3.0,1.0,1.0,1.33,5.0,3.0,5.0,5.0,80.0,8.0,10,5.0,2,1.0,6.0,8,48.0,0.0
2.0,40.0,1.0,2.0,1.0,2.0,1.0,5.0,5.0,4.0,2.0,96.0,5.0,10,3.0,1,5.0,4.0,8,52.0,0.0
2.0,10.0,1.0,1.0,2.0,2.0,,5.0,,5.0,5.0,84.0,2.0,10,4.0,1,5.0,2.0,8,43.0,0.0
4.0,60.0,5.0,5.0,5.0,2.0,2.0,,4.0,5.0,3.0,76.0,8.0,10,7.0,2,6.0,1.0,1,44.0,1.0
,40.0,4.0,5.0,1.0,2.0,,5.0,5.0,5.0,4.0,76.0,6.0,10,7.0,1,6.0,1.0,4,45.0,
2.0,40.0,1.0,1.0,1.0,2.0,1.0,,5.0,4.0,5.0,64.0,4.0,10,2.0,1,1.0,2.0,7,33.0,0.0
,40.0,1.0,5.0,1.0,1.0,2.33,4.0,5.0,3.0,4.0,80.0,4.0,10,3.0,1,1.0,6.0,4,32.0,
,50.0,3.0,5.0,5.0,1.0,1.0,,5.0,3.0,2.0,40.0,3.0,10,5.0,1,2.0,1.0,5,39.0,
4.0,40.0,4.0,4.0,1.0,2.0,4.0,5.0,4.0,4.0,4.0,64.0,6.0,10,6.0,2,4.0,1.0,4,48.0,1.0
3.0,60.0,5.0,5.0,4.0,1.0,4.0,3.0,4.0,3.0,3.0,64.0,5.0,10,5.0,1,4.0,1.0,1,53.0,1.0
2.0,56.0,3.0,3.0,2.0,2.0,2.33,,,3.0,4.0,92.0,1.0,10,3.0,1,1.0,,8,56.0,0.0
2.0,30.0,1.0,2.0,1.0,2.0,3.0,,5.0,4.0,5.0,80.0,4.0,10,4.0,2,1.0,1.0,8,36.0,0.0
,40.0,2.0,4.0,2.0,2.0,,5.0,5.0,5.0,4.0,72.0,3.0,10,4.0,1,1.0,1.0,8,47.0,
,38.0,3.0,2.0,3.0,2.0,3.33,4.0,4.0,2.0,4.0,44.0,4.0,10,8.0,1,4.0,1.0,2,42.0,
,45.0,5.0,3.0,2.0,2.0,3.0,,5.0,5.0,5.0,76.0,6.0,10,8.0,2,3.0,1.0,4,37.0,
,45.0,2.0,5.0,1.0,2.0,3.0,,,1.0,3.0,68.0,2.0,10,1.0,1,1.0,,8,51.0,
,72.0,1.0,5.0,5.0,1.0,2.33,4.0,4.0,5.0,2.0,92.0,4.0,10,5.0,1,1.0,1.0,8,46.0,
,36.0,2.0,2.0,1.0,1.0,1.0,,4.0,4.0,4.0,88.0,1.0,10,5.0,1,5.0,1.0,4,38.0,
2.0,40.0,4.0,5.0,3.0,2.0,,4.0,4.0,3.0,3.0,56.0,4.0,10,4.0,1,2.0,1.0,8,36.0,0.0
2.0,30.0,1.0,5.0,1.0,2.0,4.0,,5.0,1.0,5.0,72.0,4.0,10,3.0,1,5.0,1.0,9,60.0,0.0
,40.0,4.0,5.0,2.0,1.0,2.0,,,4.0,3.0,68.0,2.0,10,5.0,2,1.0,,8,48.0,
,40.0,5.0,3.0,5.0,1.0,1.0,,3.0,1.0,3.0,16.0,6.0,10,4.0,2,2.0,1.0,4,22.0,
,40.0,5.0,2.0,3.0,2.0,,,,1.0,4.0,76.0,1.0,10,5.0,1,1.0,,8,56.0,
,40.0,5.0,5.0,4.0,1.0,,5.0,5.0,5.0,4.0,36.0,3.0,10,3.0,2,2.0,2.0,4,27.0,
4.0,50.0,3.0,2.0,2.0,2.0,4.0,,5.0,5.0,4.0,64.0,2.0,10,5.0,1,1.0,1.0,8,32.0,1.0
,40.0,3.0,3.0,2.0,1.0,1.33,4.0,3.0,3.0,2.0,100.0,4.0,10,4.0,1,1.0,1.0,8,40.0,
1.0,45.0,4.0,4.0,2.0,2.0,3.0,5.0,4.0,5.0,4.0,76.0,4.0,10,1.0,1,1.0,1.0,8,55.0,1.0
,45.0,4.0,4.0,1.0,2.0,4.67,,5.0,3.0,4.0,68.0,5.0,10,8.0,1,3.0,1.0,8,33.0,
2.0,40.0,3.0,4.0,1.0,2.0,5.0,,5.0,5.0,5.0,100.0,5.0,10,8.0,1,4.0,1.0,1,55.0,0.0
,10.0,1.0,1.0,5.0,2.0,,4.0,5.0,4.0,5.0,84.0,2.0,10,6.0,1,1.0,1.0,5,27.0,
2.0,20.0,4.0,4.0,2.0,2.0,3.0,,,5.0,4.0,60.0,2.0,10,3.0,1,1.0,,8,37.0,0.0
,60.0,1.0,1.0,2.0,1.0,2.33,1.0,5.0,5.0,2.0,64.0,4.0,10,4.0,1,1.0,1.0,8,54.0,
2.0,40.0,3.0,3.0,1.0,2.0,2.67,5.0,5.0,4.0,4.0,84.0,4.0,10,4.0,1,1.0,1.0,8,29.0,0.0
2.0,43.0,1.0,4.0,1.0,2.0,,,,2.0,3.0,52.0,1.0,10,2.0,1,1.0,,8,46.0,0.0
,45.0,2.0,4.0,3.0,1.0,1.67,3.0,3.0,3.0,3.0,52.0,4.0,10,3.0,1,5.0,6.0,8,56.0,
,40.0,1.0,1.0,1.0,2.0,5.0,,,5.0,4.0,100.0,6.0,10,5.0,1,1.0,,9,58.0,
2.0,40.0,3.0,3.0,3.0,2.0,3.33,5.0,5.0,5.0,4.0,72.0,7.0,10,5.0,1,4.0,1.0,2,36.0,0.0
,40.0,3.0,4.0,2.0,2.0,1.67,5.0,5.0,4.0,5.0,68.0,6.0,10,8.0,1,2.0,6.0,9,25.0,
,40.0,3.0,1.0,1.0,2.0,2.33,,,5.0,5.0,100.0,1.0,10,1.0,2,1.0,,9,50.0,
2.0,55.0,4.0,3.0,1.0,2.0,4.0,,5.0,2.0,4.0,96.0,6.0,10,5.0,1,6.0,1.0,1,58.0,0.0
1.0,72.0,3.0,5.0,5.0,2.0,1.67,3.0,5.0,4.0,3.0,64.0,4.0,10,4.0,1,5.0,1.0,8,49.0,1.0
2.0,36.0,4.0,4.0,1.0,2.0,,5.0,5.0,4.0,5.0,56.0,7.0,10,5.0,1,6.0,1.0,4,47.0,0.0
,40.0,5.0,4.0,3.0,1.0,,5.0,4.0,4.0,2.0,52.0,2.0,10,5.0,1,5.0,2.0,8,55.0,
3.0,48.0,5.0,4.0,4.0,1.0,,4.0,4.0,4.0,3.0,32.0,5.0,10,5.0,2,5.0,1.0,3,41.0,1.0
,55.0,5.0,5.0,5.0,1.0,,1.0,3.0,5.0,3.0,44.0,3.0,10,5.0,1,1.0,1.0,2,49.0,
4.0,46.0,5.0,5.0,3.0,2.0,4.0,,4.0,3.0,5.0,88.0,4.0,10,5.0,1,4.0,1.0,1,61.0,1.0
3.0,50.0,5.0,5.0,2.0,2.0,2.33,,2.0,1.0,3.0,80.0,3.0,10,3.0,1,1.0,6.0,8,59.0,1.0
,40.0,2.0,2.0,2.0,2.0,,5.0,5.0,5.0,5.0,64.0,8.0,10,6.0,1,1.0,1.0,8,43.0,
1.0,40.0,5.0,1.0,3.0,2.0,5.0,,5.0,5.0,5.0,88.0,8.0,10,7.0,1,2.0,1.0,8,54.0,1.0
,60.0,5.0,3.0,3.0,2.0,5.0,,,4.0,5.0,44.0,1.0,10,5.0,1,1.0,,8,56.0,
,40.0,1.0,4.0,3.0,2.0,1.33,4.0,5.0,3.0,4.0,68.0,4.0,10,5.0,2,1.0,2.0,8,44.0,
,45.0,5.0,4.0,4.0,1.0,4.0,4.0,5.0,4.0,4.0,44.0,4.0,10,4.0,1,1.0,1.0,8,37.0,
,40.0,2.0,2.0,1.0,2.0,5.0,,5.0,5.0,5.0,88.0,4.0,10,5.0,2,4.0,1.0,4,63.0,
,40.0,1.0,4.0,3.0,1.0,,,,5.0,4.0,88.0,4.0,10,7.0,1,1.0,,1,68.0,
3.0,60.0,5.0,3.0,4.0,2.0,2.67,,5.0,3.0,4.0,72.0,2.0,10,5.0,1,2.0,2.0,1,26.0,1.0
,40.0,3.0,3.0,4.0,2.0,,1.0,5.0,2.0,3.0,32.0,6.0,10,6.0,2,3.0,1.0,4,55.0,
,37.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,4.0,5.0,84.0,6.0,10,4.0,3,1.0,1.0,8,54.0,
,40.0,2.0,5.0,2.0,2.0,,5.0,5.0,5.0,5.0,72.0,8.0,10,3.0,1,1.0,1.0,8,40.0,
,40.0,5.0,5.0,3.0,1.0,,2.0,5.0,2.0,2.0,48.0,8.0,10,5.0,1,2.0,1.0,7,34.0,
,35.0,3.0,5.0,1.0,2.0,3.67,,5.0,3.0,5.0,84.0,4.0,10,5.0,2,4.0,1.0,3,53.0,
,48.0,5.0,3.0,2.0,2.0,2.33,5.0,5.0,5.0,5.0,68.0,4.0,10,3.0,1,5.0,1.0,8,62.0,
,60.0,3.0,4.0,4.0,2.0,3.0,,3.0,5.0,2.0,84.0,1.0,10,4.0,1,5.0,1.0,8,42.0,
2.0,40.0,2.0,2.0,2.0,2.0,,5.0,5.0,5.0,5.0,100.0,4.0,10,3.0,1,1.0,1.0,8,53.0,0.0
2.0,72.0,2.0,2.0,1.0,2.0,3.33,2.0,3.0,3.0,3.0,44.0,3.0,10,3.0,1,1.0,1.0,8,38.0,0.0
,30.0,4.0,5.0,3.0,2.0,5.0,,,5.0,5.0,80.0,2.0,10,5.0,1,1.0,1.0,4,49.0,
,40.0,5.0,4.0,1.0,2.0,2.33,,,2.0,3.0,52.0,1.0,10,4.0,1,1.0,,8,48.0,
2.0,35.0,3.0,2.0,2.0,2.0,,4.0,4.0,4.0,3.0,60.0,3.0,10,5.0,1,2.0,1.0,4,41.0,0.0
,45.0,4.0,5.0,4.0,2.0,2.67,,4.0,4.0,2.0,100.0,6.0,10,2.0,1,1.0,1.0,8,33.0,
2.0,35.0,3.0,4.0,2.0,2.0,,2.0,4.0,5.0,4.0,76.0,7.0,10,5.0,1,1.0,2.0,8,52.0,0.0
4.0,45.0,5.0,4.0,3.0,2.0,,4.0,5.0,1.0,4.0,64.0,6.0,10,4.0,1,1.0,1.0,3,56.0,1.0
2.0,40.0,2.0,5.0,2.0,1.0,3.33,,2.0,3.0,4.0,80.0,6.0,10,5.0,1,1.0,1.0,8,40.0,0.0
2.0,40.0,3.0,3.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,84.0,4.0,10,5.0,1,2.0,1.0,1,42.0,0.0
,50.0,2.0,3.0,2.0,2.0,2.33,5.0,5.0,4.0,3.0,96.0,8.0,10,2.0,1,1.0,1.0,8,58.0,
,40.0,3.0,1.0,1.0,2.0,3.67,,5.0,4.0,5.0,76.0,4.0,10,5.0,1,1.0,1.0,9,26.0,
2.0,60.0,4.0,4.0,2.0,1.0,2.33,,5.0,5.0,5.0,92.0,7.0,10,5.0,1,4.0,1.0,2,53.0,0.0
,40.0,2.0,4.0,3.0,2.0,4.0,4.0,5.0,5.0,4.0,68.0,6.0,10,5.0,1,2.0,1.0,7,58.0,
,45.0,5.0,3.0,1.0,1.0,1.67,3.0,3.0,3.0,4.0,48.0,1.0,10,4.0,1,5.0,2.0,8,43.0,
,45.0,5.0,5.0,3.0,2.0,2.67,4.0,4.0,4.0,3.0,24.0,7.0,10,7.0,1,2.0,1.0,2,32.0,
,60.0,5.0,5.0,5.0,2.0,3.33,,,2.0,4.0,72.0,4.0,10,5.0,1,1.0,,1,60.0,
2.0,40.0,3.0,4.0,2.0,2.0,3.67,,4.0,5.0,5.0,64.0,8.0,10,8.0,1,6.0,1.0,8,29.0,0.0
4.0,40.0,4.0,4.0,1.0,2.0,2.33,,5.0,5.0,4.0,80.0,6.0,10,4.0,1,1.0,1.0,8,44.0,1.0
2.0,27.0,1.0,3.0,1.0,2.0,2.0,,5.0,3.0,5.0,100.0,4.0,10,2.0,1,1.0,1.0,8,42.0,0.0
2.0,40.0,1.0,1.0,3.0,2.0,1.0,5.0,5.0,5.0,4.0,80.0,4.0,10,4.0,1,1.0,1.0,8,37.0,0.0
,36.0,3.0,5.0,4.0,1.0,1.67,3.0,2.0,2.0,4.0,56.0,3.0,10,5.0,2,4.0,1.0,4,39.0,
2.0,45.0,2.0,3.0,1.0,2.0,1.67,5.0,5.0,5.0,3.0,80.0,4.0,10,3.0,1,5.0,2.0,8,43.0,0.0
2.0,40.0,5.0,4.0,1.0,2.0,,5.0,5.0,4.0,4.0,64.0,8.0,10,5.0,2,1.0,1.0,9,27.0,0.0
,60.0,1.0,5.0,2.0,1.0,2.67,,5.0,3.0,3.0,80.0,4.0,10,4.0,1,5.0,1.0,8,27.0,
2.0,40.0,1.0,1.0,3.0,2.0,1.0,3.0,4.0,5.0,3.0,80.0,5.0,10,5.0,1,1.0,6.0,8,46.0,0.0
,36.0,3.0,3.0,3.0,1.0,1.67,,,4.0,4.0,60.0,1.0,10,5.0,1,1.0,,8,37.0,
2.0,40.0,1.0,1.0,1.0,2.0,1.0,,5.0,5.0,3.0,88.0,4.0,10,8.0,1,2.0,1.0,4,36.0,0.0
2.0,40.0,4.0,5.0,1.0,2.0,1.0,,5.0,5.0,5.0,88.0,4.0,10,3.0,1,5.0,1.0,8,57.0,0.0
2.0,44.0,2.0,4.0,3.0,2.0,1.33,4.0,4.0,4.0,5.0,88.0,8.0,10,4.0,1,1.0,1.0,8,34.0,0.0
1.0,40.0,4.0,4.0,4.0,1.0,2.0,,,1.0,3.0,68.0,1.0,10,2.0,1,1.0,,8,59.0,1.0
2.0,40.0,3.0,3.0,2.0,2.0,1.33,5.0,5.0,5.0,5.0,80.0,4.0,10,5.0,1,1.0,1.0,8,57.0,0.0
2.0,48.0,5.0,5.0,3.0,2.0,2.67,,4.0,2.0,3.0,56.0,2.0,10,3.0,1,2.0,2.0,8,42.0,0.0
2.0,40.0,1.0,1.0,1.0,2.0,,5.0,5.0,5.0,4.0,88.0,4.0,10,5.0,1,5.0,1.0,8,56.0,0.0
2.0,40.0,3.0,3.0,3.0,2.0,3.67,,5.0,5.0,5.0,84.0,4.0,10,3.0,1,1.0,1.0,8,40.0,0.0
,44.0,1.0,2.0,2.0,2.0,1.33,5.0,5.0,5.0,4.0,96.0,8.0,10,3.0,1,5.0,2.0,8,33.0,
,50.0,3.0,4.0,1.0,1.0,3.67,4.0,5.0,5.0,4.0,72.0,4.0,10,5.0,1,1.0,1.0,8,30.0,
2.0,40.0,2.0,2.0,1.0,1.0,,3.0,5.0,4.0,4.0,48.0,3.0,10,4.0,1,2.0,1.0,8,41.0,0.0
,40.0,5.0,2.0,1.0,2.0,2.33,5.0,5.0,2.0,3.0,88.0,5.0,10,5.0,1,2.0,3.0,9,42.0,
3.0,48.0,4.0,1.0,3.0,1.0,2.0,4.0,2.0,4.0,5.0,76.0,7.0,10,3.0,2,2.0,1.0,9,39.0,1.0
,46.0,3.0,3.0,3.0,2.0,1.0,,,3.0,4.0,68.0,1.0,10,3.0,2,1.0,,8,40.0,
,60.0,3.0,3.0,3.0,2.0,,5.0,2.0,5.0,5.0,68.0,4.0,10,5.0,1,2.0,1.0,8,46.0,
4.0,40.0,3.0,3.0,2.0,2.0,5.0,,,5.0,2.0,84.0,2.0,10,5.0,1,1.0,,8,50.0,1.0
2.0,64.0,3.0,3.0,1.0,2.0,,,,2.0,4.0,76.0,2.0,10,5.0,1,1.0,,8,46.0,0.0
2.0,45.0,1.0,1.0,3.0,2.0,2.0,,5.0,5.0,5.0,100.0,6.0,10,5.0,1,1.0,1.0,8,51.0,0.0
4.0,44.0,5.0,1.0,1.0,2.0,3.33,,5.0,5.0,5.0,72.0,2.0,10,3.0,1,1.0,1.0,8,31.0,1.0
,29.0,3.0,5.0,4.0,2.0,,3.0,4.0,3.0,4.0,40.0,8.0,10,5.0,1,1.0,1.0,4,42.0,
,40.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,100.0,3.0,10,6.0,1,2.0,1.0,4,61.0,
2.0,40.0,3.0,3.0,4.0,2.0,,4.0,5.0,2.0,4.0,68.0,8.0,10,4.0,1,2.0,1.0,8,27.0,0.0
2.0,72.0,5.0,5.0,5.0,1.0,2.33,,3.0,1.0,2.0,52.0,4.0,10,4.0,1,1.0,1.0,8,37.0,0.0
,50.0,5.0,5.0,1.0,2.0,3.33,4.0,4.0,3.0,3.0,64.0,4.0,10,5.0,1,4.0,1.0,4,46.0,
,40.0,3.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,84.0,4.0,10,6.0,1,5.0,1.0,3,41.0,
,39.0,5.0,5.0,4.0,2.0,3.33,,5.0,4.0,5.0,52.0,6.0,10,7.0,2,2.0,1.0,2,41.0,
,50.0,4.0,4.0,2.0,2.0,3.67,3.0,5.0,4.0,3.0,40.0,3.0,10,7.0,2,6.0,1.0,4,29.0,
,40.0,4.0,4.0,1.0,2.0,,4.0,4.0,5.0,4.0,68.0,3.0,10,8.0,1,6.0,1.0,3,31.0,
,40.0,5.0,5.0,2.0,2.0,4.33,,,5.0,4.0,100.0,1.0,10,5.0,1,1.0,,5,40.0,
2.0,48.0,4.0,4.0,3.0,2.0,,2.0,5.0,4.0,5.0,72.0,2.0,10,3.0,1,5.0,1.0,3,39.0,0.0
,40.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,4.0,3.0,80.0,2.0,10,4.0,1,4.0,1.0,8,62.0,
2.0,35.0,4.0,5.0,2.0,2.0,2.0,,5.0,5.0,3.0,72.0,4.0,10,4.0,1,1.0,1.0,9,25.0,0.0
,40.0,5.0,5.0,3.0,2.0,1.33,2.0,3.0,1.0,2.0,60.0,7.0,10,7.0,1,1.0,1.0,3,40.0,
,30.0,5.0,5.0,1.0,1.0,,5.0,5.0,5.0,5.0,64.0,6.0,10,4.0,2,1.0,1.0,4,27.0,
,24.0,5.0,4.0,2.0,2.0,,5.0,5.0,5.0,4.0,80.0,5.0,10,5.0,1,2.0,1.0,8,40.0,
,20.0,5.0,5.0,4.0,2.0,1.33,4.0,5.0,4.0,2.0,68.0,5.0,10,6.0,2,2.0,1.0,5,37.0,
,50.0,3.0,5.0,3.0,2.0,3.67,3.0,3.0,1.0,4.0,36.0,4.0,10,6.0,1,6.0,2.0,3,34.0,
,40.0,5.0,5.0,2.0,1.0,,3.0,5.0,5.0,5.0,36.0,4.0,10,5.0,2,3.0,1.0,1,34.0,
,27.0,5.0,5.0,4.0,2.0,1.33,4.0,4.0,4.0,4.0,64.0,8.0,10,7.0,1,5.0,1.0,3,41.0,
3.0,50.0,5.0,5.0,4.0,1.0,3.67,,4.0,1.0,3.0,24.0,6.0,10,8.0,2,5.0,1.0,1,55.0,1.0
,40.0,5.0,4.0,4.0,2.0,,5.0,5.0,3.0,4.0,56.0,4.0,10,6.0,1,4.0,1.0,2,33.0,
2.0,35.0,2.0,2.0,2.0,1.0,2.33,,5.0,5.0,4.0,92.0,8.0,10,5.0,1,2.0,1.0,3,45.0,0.0
2.0,40.0,3.0,2.0,1.0,2.0,1.0,,5.0,4.0,4.0,80.0,8.0,10,6.0,1,5.0,1.0,3,46.0,0.0
2.0,40.0,5.0,4.0,1.0,2.0,2.67,5.0,5.0,5.0,3.0,84.0,7.0,10,5.0,1,5.0,1.0,4,57.0,0.0
,30.0,4.0,4.0,2.0,2.0,3.33,,5.0,2.0,4.0,60.0,4.0,10,5.0,2,2.0,1.0,4,29.0,
2.0,30.0,4.0,4.0,2.0,2.0,2.0,,5.0,5.0,4.0,64.0,8.0,10,4.0,2,2.0,1.0,4,43.0,0.0
,40.0,5.0,5.0,1.0,2.0,,5.0,5.0,5.0,4.0,80.0,4.0,10,7.0,1,2.0,1.0,4,38.0,
4.0,36.0,1.0,1.0,1.0,1.0,5.0,,,3.0,5.0,80.0,4.0,10,3.0,1,1.0,,9,50.0,1.0
1.0,48.0,4.0,5.0,2.0,2.0,2.33,,4.0,5.0,4.0,48.0,4.0,10,5.0,1,2.0,1.0,1,43.0,1.0
3.0,30.0,5.0,5.0,1.0,1.0,1.67,,3.0,1.0,3.0,36.0,5.0,10,4.0,2,1.0,6.0,9,21.0,1.0
2.0,40.0,3.0,3.0,1.0,2.0,,5.0,5.0,4.0,5.0,32.0,4.0,10,6.0,2,2.0,1.0,3,50.0,0.0
3.0,39.0,4.0,4.0,4.0,2.0,,4.0,5.0,1.0,5.0,44.0,5.0,10,6.0,1,2.0,1.0,3,28.0,1.0
3.0,22.0,3.0,4.0,2.0,1.0,3.0,,5.0,4.0,2.0,68.0,3.0,10,4.0,1,2.0,3.0,9,24.0,1.0
,25.0,5.0,4.0,1.0,2.0,,5.0,5.0,4.0,5.0,40.0,4.0,10,5.0,1,2.0,2.0,4,52.0,
,20.0,5.0,5.0,1.0,2.0,5.0,2.0,3.0,4.0,3.0,72.0,7.0,10,4.0,1,3.0,1.0,9,46.0,
,35.0,5.0,5.0,4.0,1.0,2.33,1.0,3.0,1.0,4.0,0.0,5.0,10,5.0,1,2.0,1.0,4,49.0,
2.0,37.0,3.0,4.0,3.0,2.0,,2.0,4.0,2.0,5.0,80.0,4.0,10,4.0,1,5.0,1.0,4,53.0,0.0
2.0,35.0,4.0,5.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,84.0,3.0,10,3.0,2,2.0,1.0,4,59.0,0.0
2.0,50.0,5.0,5.0,2.0,2.0,4.0,,,5.0,3.0,80.0,6.0,10,4.0,1,1.0,,8,44.0,0.0
,40.0,2.0,5.0,1.0,2.0,5.0,,4.0,5.0,5.0,80.0,4.0,10,5.0,1,4.0,1.0,5,31.0,
