burnout,horas_semana,velocidad_alta,plazos_ajustados,demanda_emocional,presentismo,autonomia,apoyo_jefe,apoyo_companeros,reconocimiento,conciliacion,bienestar_who5,tamanio_empresa,sector,nivel_educativo,genero,teletrabajo,tipo_contrato,ocupacion_isco,edad,burnout_bin
2.0,40.0,4.0,3.0,1.0,2.0,4.0,,5.0,5.0,5.0,96.0,8.0,5,9.0,1,3.0,1.0,3,36.0,0.0
,50.0,5.0,5.0,4.0,1.0,3.67,,5.0,4.0,4.0,76.0,2.0,5,7.0,1,2.0,1.0,1,44.0,
1.0,70.0,5.0,4.0,3.0,2.0,3.0,,4.0,4.0,4.0,60.0,2.0,5,6.0,1,4.0,1.0,4,47.0,1.0
2.0,46.0,4.0,3.0,1.0,2.0,4.0,,5.0,4.0,4.0,72.0,8.0,5,8.0,1,6.0,1.0,2,45.0,0.0
4.0,40.0,4.0,4.0,2.0,2.0,3.0,,5.0,4.0,3.0,48.0,4.0,5,6.0,1,4.0,1.0,4,50.0,1.0
2.0,37.0,1.0,1.0,2.0,2.0,,4.0,4.0,1.0,3.0,56.0,6.0,5,4.0,2,2.0,1.0,4,40.0,0.0
2.0,39.0,5.0,5.0,2.0,1.0,5.0,,5.0,5.0,2.0,44.0,4.0,5,7.0,1,2.0,1.0,1,38.0,0.0
,50.0,5.0,5.0,5.0,1.0,2.0,,5.0,1.0,2.0,60.0,7.0,5,5.0,1,4.0,2.0,1,30.0,
2.0,40.0,3.0,3.0,3.0,2.0,,5.0,5.0,4.0,4.0,76.0,2.0,5,7.0,2,2.0,1.0,1,43.0,0.0
2.0,40.0,4.0,4.0,3.0,2.0,3.67,,4.0,4.0,5.0,56.0,6.0,5,8.0,2,4.0,1.0,2,50.0,0.0
,42.0,4.0,4.0,3.0,2.0,1.0,,5.0,5.0,4.0,100.0,3.0,5,7.0,2,1.0,1.0,4,37.0,
2.0,44.0,3.0,5.0,2.0,2.0,,5.0,5.0,4.0,4.0,80.0,3.0,5,8.0,2,4.0,1.0,1,37.0,0.0
,55.0,4.0,4.0,3.0,2.0,,4.0,4.0,3.0,3.0,48.0,6.0,5,7.0,1,6.0,1.0,2,63.0,
,45.0,4.0,4.0,1.0,2.0,3.33,,4.0,2.0,4.0,44.0,5.0,5,5.0,2,6.0,1.0,4,59.0,
,45.0,5.0,5.0,3.0,1.0,2.67,,5.0,3.0,4.0,32.0,3.0,5,5.0,2,2.0,1.0,2,51.0,
2.0,50.0,3.0,3.0,2.0,1.0,,5.0,5.0,4.0,4.0,56.0,7.0,5,7.0,1,3.0,1.0,2,40.0,0.0
2.0,40.0,3.0,3.0,2.0,2.0,5.0,,5.0,5.0,5.0,96.0,3.0,5,5.0,1,4.0,1.0,1,53.0,0.0
2.0,45.0,5.0,5.0,2.0,2.0,,4.0,4.0,4.0,4.0,80.0,7.0,5,8.0,1,4.0,1.0,1,44.0,0.0
,40.0,5.0,4.0,4.0,1.0,3.33,4.0,5.0,4.0,5.0,68.0,3.0,5,8.0,1,4.0,1.0,4,45.0,
,40.0,5.0,4.0,2.0,2.0,5.0,,5.0,5.0,4.0,56.0,5.0,5,7.0,1,6.0,1.0,1,60.0,
,42.0,4.0,4.0,3.0,2.0,,4.0,5.0,4.0,4.0,52.0,8.0,5,8.0,1,3.0,1.0,1,50.0,
2.0,45.0,3.0,4.0,1.0,2.0,3.67,4.0,4.0,2.0,4.0,80.0,8.0,5,7.0,2,6.0,1.0,2,48.0,0.0
,47.0,4.0,4.0,2.0,1.0,,4.0,4.0,4.0,4.0,48.0,8.0,5,7.0,1,3.0,1.0,2,41.0,
2.0,40.0,5.0,3.0,1.0,2.0,,5.0,5.0,5.0,5.0,92.0,4.0,5,8.0,2,2.0,4.0,4,25.0,0.0
,45.0,5.0,5.0,1.0,1.0,4.0,,5.0,5.0,5.0,100.0,8.0,5,8.0,1,3.0,1.0,1,48.0,
,44.0,3.0,5.0,3.0,2.0,,5.0,5.0,2.0,4.0,84.0,2.0,5,4.0,1,2.0,1.0,2,60.0,
,40.0,3.0,4.0,5.0,1.0,,5.0,5.0,3.0,4.0,32.0,2.0,5,7.0,2,4.0,1.0,1,43.0,
4.0,40.0,5.0,4.0,2.0,2.0,4.0,5.0,5.0,5.0,4.0,80.0,8.0,5,7.0,1,6.0,1.0,1,48.0,1.0
2.0,60.0,5.0,5.0,4.0,2.0,4.0,5.0,5.0,4.0,3.0,72.0,4.0,5,8.0,1,3.0,1.0,2,36.0,0.0
,30.0,3.0,3.0,2.0,2.0,3.33,4.0,4.0,4.0,5.0,64.0,4.0,5,7.0,2,1.0,1.0,4,45.0,
,35.0,4.0,4.0,4.0,2.0,,4.0,4.0,4.0,4.0,68.0,3.0,5,6.0,2,4.0,1.0,4,55.0,
2.0,50.0,4.0,5.0,1.0,2.0,3.0,5.0,5.0,4.0,5.0,72.0,8.0,5,5.0,1,3.0,1.0,2,49.0,0.0
3.0,37.0,4.0,5.0,2.0,2.0,3.67,5.0,5.0,4.0,3.0,72.0,4.0,5,8.0,1,6.0,1.0,4,44.0,1.0
,40.0,2.0,2.0,1.0,2.0,,5.0,5.0,5.0,5.0,72.0,3.0,5,7.0,1,3.0,1.0,2,41.0,
4.0,40.0,4.0,4.0,3.0,1.0,3.67,4.0,5.0,3.0,4.0,68.0,8.0,5,8.0,2,3.0,1.0,2,42.0,1.0
,50.0,4.0,4.0,2.0,1.0,3.0,,,3.0,4.0,68.0,3.0,5,5.0,2,1.0,,4,31.0,
4.0,40.0,5.0,5.0,3.0,2.0,2.33,,5.0,3.0,3.0,68.0,4.0,5,6.0,2,1.0,1.0,2,28.0,1.0
2.0,40.0,3.0,5.0,1.0,1.0,4.0,4.0,5.0,4.0,5.0,60.0,7.0,5,6.0,1,6.0,1.0,4,57.0,0.0
2.0,38.0,2.0,3.0,3.0,2.0,3.67,5.0,5.0,4.0,5.0,72.0,8.0,5,7.0,2,3.0,1.0,2,60.0,0.0
,50.0,5.0,5.0,4.0,1.0,,2.0,4.0,1.0,4.0,48.0,5.0,5,8.0,2,3.0,1.0,3,36.0,
,12.0,3.0,4.0,2.0,2.0,4.33,5.0,5.0,5.0,5.0,48.0,2.0,5,8.0,2,6.0,2.0,4,43.0,
,36.0,5.0,4.0,3.0,2.0,2.33,,4.0,4.0,5.0,60.0,3.0,5,7.0,2,4.0,1.0,4,42.0,
,40.0,4.0,4.0,2.0,2.0,,5.0,4.0,4.0,5.0,68.0,6.0,5,8.0,1,3.0,2.0,4,26.0,
3.0,35.0,4.0,5.0,3.0,1.0,2.33,,5.0,1.0,4.0,64.0,4.0,5,8.0,2,2.0,1.0,2,45.0,1.0
,40.0,4.0,4.0,2.0,2.0,,5.0,5.0,2.0,4.0,80.0,8.0,5,8.0,1,3.0,1.0,2,39.0,
,36.0,4.0,1.0,3.0,2.0,,3.0,5.0,5.0,5.0,96.0,8.0,5,3.0,2,3.0,1.0,4,36.0,
,40.0,4.0,4.0,1.0,1.0,,5.0,5.0,4.0,5.0,72.0,4.0,5,8.0,2,3.0,1.0,2,25.0,
2.0,44.0,2.0,3.0,2.0,1.0,5.0,5.0,5.0,4.0,4.0,84.0,2.0,5,6.0,1,2.0,1.0,4,30.0,0.0
,40.0,4.0,3.0,5.0,2.0,2.0,,4.0,2.0,4.0,32.0,5.0,5,7.0,1,4.0,1.0,2,37.0,
2.0,45.0,3.0,3.0,2.0,2.0,3.67,,,3.0,5.0,72.0,3.0,5,6.0,1,1.0,,4,49.0,0.0
,40.0,1.0,5.0,3.0,1.0,2.67,,,5.0,4.0,72.0,1.0,5,6.0,1,1.0,,2,45.0,
,40.0,5.0,5.0,1.0,1.0,,3.0,3.0,1.0,5.0,40.0,8.0,5,8.0,2,3.0,1.0,2,28.0,
3.0,30.0,3.0,3.0,3.0,1.0,,4.0,4.0,4.0,5.0,68.0,4.0,5,5.0,2,4.0,1.0,4,42.0,1.0
,45.0,4.0,4.0,3.0,1.0,3.67,5.0,4.0,4.0,4.0,76.0,7.0,5,7.0,2,3.0,1.0,1,46.0,
2.0,70.0,5.0,4.0,5.0,1.0,,,,4.0,3.0,56.0,2.0,5,8.0,1,1.0,,2,45.0,0.0
2.0,39.0,5.0,5.0,3.0,1.0,,5.0,5.0,4.0,5.0,60.0,7.0,5,7.0,2,2.0,1.0,1,29.0,0.0
3.0,40.0,3.0,4.0,3.0,2.0,3.33,,4.0,5.0,3.0,80.0,3.0,5,4.0,1,5.0,1.0,7,40.0,1.0
3.0,44.0,4.0,4.0,1.0,2.0,5.0,,5.0,5.0,4.0,64.0,8.0,5,5.0,2,3.0,1.0,1,46.0,1.0
2.0,40.0,2.0,2.0,2.0,2.0,5.0,,5.0,4.0,4.0,80.0,8.0,5,7.0,2,2.0,1.0,4,29.0,0.0
4.0,40.0,5.0,5.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,64.0,3.0,5,8.0,2,5.0,1.0,2,40.0,1.0
1.0,40.0,3.0,3.0,1.0,1.0,3.0,,,1.0,5.0,36.0,4.0,5,6.0,2,1.0,,3,38.0,1.0
2.0,36.0,5.0,5.0,2.0,2.0,5.0,5.0,5.0,3.0,5.0,64.0,8.0,5,6.0,1,3.0,1.0,2,38.0,0.0
,40.0,5.0,5.0,1.0,2.0,5.0,5.0,3.0,5.0,2.0,68.0,3.0,5,4.0,1,1.0,2.0,3,37.0,
,6.0,5.0,2.0,3.0,2.0,,,,4.0,5.0,96.0,4.0,5,4.0,2,1.0,,3,57.0,
,50.0,5.0,5.0,1.0,2.0,3.33,2.0,4.0,2.0,4.0,56.0,5.0,5,6.0,1,3.0,6.0,4,48.0,
2.0,50.0,4.0,4.0,4.0,2.0,3.67,1.0,4.0,4.0,4.0,64.0,4.0,5,7.0,2,3.0,1.0,3,31.0,0.0
,35.0,5.0,3.0,2.0,2.0,5.0,5.0,5.0,1.0,5.0,72.0,2.0,5,6.0,2,5.0,1.0,4,39.0,
,60.0,4.0,3.0,3.0,2.0,4.33,3.0,4.0,4.0,4.0,56.0,3.0,5,7.0,3,5.0,1.0,3,43.0,
1.0,6.0,5.0,5.0,1.0,2.0,2.33,5.0,5.0,5.0,2.0,64.0,4.0,5,5.0,2,2.0,1.0,4,35.0,1.0
,39.0,5.0,4.0,2.0,2.0,,4.0,4.0,4.0,5.0,76.0,5.0,5,8.0,1,6.0,1.0,3,46.0,
2.0,40.0,5.0,5.0,3.0,1.0,,,,1.0,4.0,72.0,1.0,5,2.0,1,1.0,,3,60.0,0.0
3.0,40.0,5.0,5.0,2.0,1.0,2.67,,,2.0,4.0,40.0,4.0,5,5.0,2,1.0,,3,58.0,1.0
2.0,45.0,2.0,3.0,2.0,2.0,,5.0,5.0,5.0,3.0,64.0,4.0,5,8.0,1,6.0,1.0,3,49.0,0.0
2.0,40.0,3.0,2.0,2.0,1.0,3.33,,5.0,4.0,3.0,56.0,2.0,5,7.0,2,2.0,1.0,4,31.0,0.0
,40.0,4.0,4.0,2.0,2.0,,5.0,4.0,4.0,5.0,84.0,7.0,5,8.0,1,6.0,1.0,5,42.0,
,45.0,4.0,3.0,1.0,2.0,3.67,,5.0,5.0,4.0,84.0,8.0,5,8.0,2,3.0,1.0,4,34.0,
2.0,40.0,2.0,2.0,1.0,2.0,5.0,,5.0,4.0,4.0,76.0,3.0,5,7.0,2,2.0,1.0,3,37.0,0.0
,45.0,4.0,4.0,3.0,2.0,,,,2.0,4.0,72.0,2.0,5,4.0,2,1.0,,3,67.0,
2.0,45.0,5.0,4.0,2.0,2.0,,5.0,5.0,5.0,5.0,60.0,5.0,5,3.0,1,6.0,1.0,3,49.0,0.0
,38.0,4.0,5.0,2.0,1.0,4.0,,4.0,4.0,4.0,52.0,8.0,5,5.0,2,6.0,1.0,3,44.0,
,35.0,3.0,3.0,3.0,1.0,,,,2.0,4.0,60.0,1.0,5,7.0,1,1.0,,3,31.0,
,30.0,1.0,1.0,1.0,2.0,5.0,,,5.0,4.0,88.0,2.0,5,6.0,1,1.0,,2,58.0,
2.0,55.0,4.0,4.0,3.0,2.0,,5.0,5.0,4.0,5.0,72.0,7.0,5,5.0,1,6.0,1.0,1,40.0,0.0
2.0,37.0,4.0,4.0,2.0,2.0,4.67,,5.0,4.0,4.0,56.0,6.0,5,4.0,2,6.0,1.0,4,61.0,0.0
,40.0,5.0,5.0,3.0,1.0,2.33,,5.0,1.0,4.0,28.0,8.0,5,6.0,1,3.0,1.0,3,43.0,
2.0,30.0,2.0,4.0,2.0,2.0,4.0,5.0,5.0,5.0,4.0,64.0,2.0,5,8.0,2,6.0,1.0,2,43.0,0.0
4.0,50.0,5.0,5.0,1.0,2.0,3.67,4.0,5.0,4.0,3.0,68.0,8.0,5,8.0,2,6.0,1.0,1,48.0,1.0
2.0,20.0,2.0,2.0,2.0,1.0,3.0,,,4.0,5.0,44.0,1.0,5,7.0,1,1.0,,2,28.0,0.0
4.0,40.0,4.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,80.0,4.0,5,6.0,2,4.0,1.0,3,60.0,1.0
,12.0,5.0,5.0,3.0,1.0,,4.0,5.0,4.0,3.0,56.0,2.0,5,4.0,2,1.0,1.0,9,43.0,
4.0,56.0,5.0,5.0,3.0,1.0,1.67,,5.0,4.0,5.0,20.0,3.0,5,6.0,1,4.0,1.0,3,42.0,1.0
,40.0,2.0,3.0,1.0,2.0,5.0,,,5.0,5.0,88.0,2.0,5,9.0,2,1.0,,3,73.0,
2.0,50.0,4.0,2.0,4.0,2.0,3.0,,5.0,5.0,5.0,88.0,5.0,5,4.0,2,5.0,1.0,3,26.0,0.0
2.0,40.0,3.0,2.0,2.0,2.0,,5.0,5.0,5.0,4.0,96.0,2.0,5,5.0,1,1.0,1.0,4,24.0,0.0
4.0,55.0,3.0,5.0,5.0,2.0,2.67,,,4.0,3.0,44.0,1.0,5,8.0,1,1.0,,3,52.0,1.0
,50.0,5.0,5.0,3.0,2.0,,3.0,3.0,4.0,4.0,72.0,4.0,5,8.0,1,4.0,1.0,1,38.0,
,50.0,5.0,5.0,4.0,2.0,,,,5.0,4.0,68.0,4.0,5,5.0,1,1.0,,3,46.0,
,40.0,3.0,3.0,3.0,1.0,,5.0,5.0,4.0,5.0,68.0,1.0,5,5.0,1,4.0,1.0,3,48.0,
2.0,40.0,2.0,3.0,2.0,1.0,,,,4.0,4.0,36.0,1.0,5,8.0,1,1.0,,3,47.0,0.0
,50.0,3.0,3.0,1.0,2.0,3.0,,,5.0,5.0,92.0,2.0,5,7.0,1,1.0,,1,45.0,
3.0,72.0,5.0,5.0,3.0,1.0,3.0,,,4.0,4.0,56.0,3.0,8,8.0,1,1.0,,2,49.0,1.0
,38.0,4.0,5.0,1.0,2.0,,5.0,4.0,4.0,5.0,76.0,7.0,8,7.0,2,4.0,2.0,1,51.0,
3.0,45.0,5.0,5.0,4.0,1.0,2.33,,,4.0,2.0,52.0,1.0,8,7.0,2,1.0,,2,50.0,1.0
4.0,50.0,4.0,4.0,1.0,2.0,4.67,,5.0,5.0,4.0,76.0,4.0,8,8.0,2,4.0,1.0,2,29.0,1.0
2.0,40.0,3.0,3.0,3.0,2.0,5.0,,,2.0,4.0,68.0,2.0,8,7.0,2,1.0,,2,47.0,0.0
,37.0,3.0,4.0,2.0,1.0,,4.0,4.0,2.0,4.0,52.0,3.0,8,5.0,2,1.0,1.0,2,39.0,
,25.0,4.0,4.0,5.0,1.0,3.0,2.0,3.0,2.0,4.0,20.0,3.0,8,8.0,2,6.0,1.0,2,37.0,
2.0,40.0,3.0,3.0,1.0,2.0,,5.0,5.0,4.0,5.0,64.0,7.0,8,7.0,2,4.0,1.0,2,51.0,0.0
,44.0,5.0,5.0,2.0,2.0,2.33,,5.0,1.0,4.0,60.0,7.0,8,7.0,2,4.0,1.0,2,35.0,
,56.0,4.0,4.0,2.0,2.0,3.0,,,4.0,4.0,40.0,1.0,8,7.0,1,1.0,,2,48.0,
,35.0,2.0,2.0,5.0,2.0,,4.0,4.0,4.0,5.0,56.0,2.0,8,8.0,2,4.0,1.0,2,47.0,
2.0,40.0,4.0,5.0,2.0,1.0,,4.0,4.0,5.0,4.0,76.0,3.0,8,5.0,2,6.0,1.0,2,48.0,0.0
3.0,45.0,4.0,5.0,4.0,1.0,3.33,,3.0,3.0,4.0,60.0,3.0,8,7.0,1,1.0,2.0,1,45.0,1.0
,60.0,3.0,4.0,3.0,2.0,,,,5.0,4.0,76.0,2.0,8,9.0,1,1.0,,2,65.0,
,70.0,5.0,5.0,1.0,1.0,3.0,,,3.0,4.0,72.0,4.0,8,8.0,1,1.0,,2,47.0,
,50.0,3.0,4.0,4.0,2.0,,,,5.0,4.0,72.0,2.0,8,8.0,2,1.0,,2,53.0,
,50.0,4.0,4.0,1.0,1.0,3.67,,4.0,5.0,4.0,52.0,6.0,8,7.0,2,6.0,1.0,2,43.0,
,40.0,2.0,3.0,1.0,2.0,5.0,5.0,5.0,5.0,4.0,64.0,4.0,8,8.0,2,4.0,1.0,4,46.0,
2.0,50.0,3.0,5.0,2.0,1.0,3.67,3.0,5.0,2.0,4.0,72.0,4.0,8,8.0,2,4.0,1.0,2,57.0,0.0
2.0,20.0,4.0,3.0,1.0,2.0,,5.0,5.0,5.0,5.0,88.0,2.0,8,5.0,2,2.0,2.0,4,37.0,0.0
4.0,65.0,4.0,5.0,2.0,1.0,1.67,,5.0,5.0,2.0,60.0,5.0,8,8.0,1,6.0,1.0,2,26.0,1.0
,40.0,4.0,5.0,4.0,1.0,3.0,2.0,3.0,1.0,4.0,16.0,3.0,8,6.0,2,2.0,1.0,4,46.0,
,7.0,4.0,5.0,3.0,1.0,,,,5.0,4.0,80.0,4.0,8,8.0,1,1.0,,2,77.0,
2.0,37.0,5.0,5.0,1.0,2.0,5.0,,5.0,5.0,5.0,68.0,3.0,8,4.0,2,6.0,1.0,4,43.0,0.0
,50.0,3.0,5.0,4.0,2.0,,,,5.0,4.0,76.0,2.0,8,7.0,2,1.0,,2,62.0,
,40.0,4.0,5.0,3.0,1.0,,5.0,5.0,3.0,4.0,72.0,3.0,8,7.0,2,4.0,2.0,4,37.0,
,40.0,5.0,5.0,3.0,1.0,3.33,,,4.0,3.0,32.0,2.0,8,8.0,1,1.0,,2,49.0,
,40.0,4.0,4.0,3.0,2.0,,5.0,5.0,4.0,3.0,52.0,3.0,8,8.0,2,4.0,1.0,2,27.0,
2.0,35.0,3.0,4.0,3.0,2.0,3.33,,,4.0,5.0,72.0,2.0,8,7.0,2,1.0,,2,52.0,0.0
1.0,40.0,4.0,5.0,2.0,1.0,3.33,,,4.0,3.0,52.0,2.0,8,7.0,2,1.0,,2,53.0,1.0
2.0,35.0,5.0,5.0,3.0,2.0,2.0,5.0,4.0,5.0,5.0,84.0,3.0,8,4.0,1,2.0,1.0,4,48.0,0.0
,40.0,5.0,5.0,1.0,2.0,2.33,,,5.0,4.0,88.0,1.0,8,7.0,1,1.0,,2,57.0,
3.0,37.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,2.0,3.0,28.0,2.0,8,6.0,2,5.0,2.0,4,32.0,1.0
2.0,43.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,68.0,8.0,8,7.0,1,6.0,1.0,4,55.0,0.0
2.0,40.0,3.0,1.0,1.0,1.0,1.67,,3.0,4.0,4.0,84.0,7.0,8,4.0,2,3.0,1.0,4,51.0,0.0
,60.0,2.0,4.0,2.0,2.0,5.0,,,1.0,2.0,64.0,3.0,8,8.0,1,1.0,,1,48.0,
,12.0,2.0,1.0,1.0,2.0,,,,5.0,5.0,92.0,4.0,8,4.0,1,1.0,,2,18.0,
2.0,40.0,4.0,5.0,2.0,2.0,5.0,,,5.0,5.0,84.0,3.0,8,8.0,1,1.0,,2,27.0,0.0
,40.0,5.0,5.0,1.0,2.0,4.0,5.0,4.0,5.0,5.0,100.0,2.0,8,6.0,2,6.0,1.0,4,50.0,
4.0,43.0,4.0,4.0,2.0,2.0,3.67,,5.0,4.0,4.0,48.0,4.0,8,8.0,2,3.0,1.0,1,41.0,1.0
,40.0,4.0,4.0,1.0,2.0,5.0,,5.0,5.0,5.0,56.0,8.0,8,8.0,1,6.0,1.0,2,29.0,
,55.0,5.0,5.0,2.0,2.0,4.0,,5.0,1.0,4.0,96.0,8.0,8,8.0,1,6.0,1.0,1,39.0,
,40.0,5.0,5.0,2.0,1.0,,5.0,5.0,5.0,5.0,60.0,3.0,8,6.0,2,6.0,1.0,2,44.0,
,40.0,3.0,4.0,1.0,1.0,,,,5.0,3.0,44.0,4.0,8,7.0,1,1.0,,2,29.0,
,40.0,3.0,4.0,3.0,2.0,,5.0,5.0,3.0,4.0,76.0,4.0,8,4.0,2,2.0,2.0,2,50.0,
2.0,40.0,3.0,3.0,3.0,2.0,4.0,,,4.0,4.0,64.0,1.0,8,7.0,2,1.0,,2,59.0,0.0
3.0,50.0,5.0,5.0,4.0,1.0,,,,4.0,2.0,48.0,3.0,8,8.0,1,1.0,,1,43.0,1.0
2.0,40.0,2.0,5.0,2.0,2.0,4.33,,5.0,1.0,4.0,100.0,4.0,8,8.0,1,3.0,1.0,2,34.0,0.0
3.0,52.0,3.0,3.0,4.0,1.0,3.33,,2.0,2.0,2.0,24.0,5.0,8,7.0,2,4.0,1.0,2,31.0,1.0
1.0,50.0,5.0,5.0,5.0,1.0,,,5.0,2.0,2.0,40.0,4.0,8,8.0,1,6.0,2.0,2,25.0,1.0
,40.0,5.0,5.0,2.0,1.0,4.0,,5.0,5.0,4.0,80.0,5.0,8,6.0,2,3.0,2.0,4,39.0,
2.0,40.0,2.0,4.0,2.0,1.0,3.33,5.0,5.0,4.0,5.0,60.0,3.0,8,8.0,2,6.0,1.0,2,29.0,0.0
4.0,40.0,4.0,4.0,4.0,1.0,3.0,,,4.0,3.0,80.0,3.0,8,7.0,1,1.0,,2,30.0,1.0
,35.0,5.0,5.0,2.0,2.0,,4.0,4.0,4.0,4.0,52.0,7.0,8,7.0,2,3.0,1.0,4,37.0,
,50.0,5.0,5.0,3.0,2.0,2.33,4.0,3.0,4.0,2.0,52.0,8.0,8,9.0,2,3.0,1.0,2,36.0,
2.0,39.0,4.0,5.0,2.0,2.0,3.0,,4.0,5.0,4.0,100.0,3.0,8,7.0,2,4.0,1.0,4,41.0,0.0
4.0,60.0,4.0,4.0,3.0,2.0,4.67,,,4.0,3.0,72.0,2.0,8,8.0,1,1.0,,2,45.0,1.0
,40.0,1.0,2.0,4.0,2.0,,,,2.0,4.0,48.0,4.0,8,8.0,1,1.0,,2,54.0,
,72.0,5.0,5.0,1.0,1.0,3.33,,,4.0,4.0,80.0,1.0,8,8.0,1,1.0,,2,57.0,
3.0,70.0,5.0,5.0,3.0,1.0,4.67,,,5.0,2.0,56.0,1.0,8,7.0,2,1.0,,2,49.0,1.0
4.0,46.0,4.0,4.0,3.0,2.0,,4.0,4.0,3.0,4.0,64.0,6.0,8,7.0,2,4.0,4.0,4,23.0,1.0
2.0,38.0,4.0,4.0,4.0,2.0,4.0,,4.0,4.0,4.0,72.0,4.0,8,7.0,1,4.0,1.0,3,47.0,0.0
4.0,45.0,4.0,5.0,2.0,2.0,3.33,5.0,5.0,5.0,2.0,64.0,4.0,8,9.0,1,4.0,4.0,2,25.0,1.0
3.0,30.0,4.0,4.0,2.0,2.0,3.67,,,3.0,4.0,44.0,3.0,8,5.0,2,1.0,,4,22.0,1.0
2.0,22.0,3.0,5.0,2.0,2.0,2.67,4.0,5.0,2.0,4.0,56.0,2.0,8,5.0,1,6.0,1.0,2,26.0,0.0
,40.0,2.0,1.0,3.0,2.0,4.67,,4.0,1.0,4.0,80.0,4.0,8,4.0,2,4.0,1.0,4,62.0,
,40.0,3.0,5.0,4.0,1.0,,,,3.0,3.0,52.0,2.0,8,8.0,2,1.0,,2,53.0,
2.0,40.0,5.0,4.0,4.0,2.0,3.33,,5.0,4.0,5.0,100.0,4.0,8,5.0,1,5.0,1.0,3,26.0,0.0
,50.0,5.0,5.0,3.0,2.0,3.33,5.0,5.0,2.0,2.0,52.0,3.0,8,8.0,1,3.0,1.0,2,30.0,
4.0,32.0,5.0,5.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,72.0,3.0,8,5.0,2,4.0,1.0,4,52.0,1.0
3.0,72.0,4.0,4.0,4.0,1.0,,,,3.0,3.0,36.0,1.0,8,7.0,2,1.0,,2,34.0,1.0
,30.0,5.0,5.0,2.0,2.0,4.33,,5.0,5.0,5.0,60.0,4.0,8,6.0,2,2.0,1.0,4,44.0,
2.0,44.0,5.0,5.0,4.0,2.0,5.0,,5.0,5.0,5.0,80.0,3.0,8,6.0,2,1.0,1.0,1,47.0,0.0
2.0,45.0,3.0,4.0,3.0,1.0,3.0,,,4.0,4.0,60.0,1.0,8,8.0,1,1.0,,2,52.0,0.0
2.0,40.0,3.0,4.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,92.0,8.0,8,7.0,1,4.0,1.0,2,60.0,0.0
,9.0,5.0,5.0,3.0,1.0,,,,5.0,4.0,72.0,3.0,8,6.0,2,1.0,,2,59.0,
,46.0,3.0,5.0,3.0,1.0,5.0,,,3.0,4.0,72.0,1.0,8,8.0,1,1.0,,2,67.0,
2.0,38.0,2.0,5.0,2.0,1.0,,2.0,5.0,4.0,2.0,44.0,3.0,8,7.0,1,2.0,1.0,2,55.0,0.0
,50.0,5.0,5.0,3.0,2.0,,3.0,3.0,3.0,4.0,52.0,8.0,8,8.0,2,2.0,2.0,2,25.0,
,40.0,5.0,5.0,1.0,1.0,,5.0,3.0,1.0,4.0,64.0,3.0,8,6.0,2,3.0,1.0,2,55.0,
,30.0,3.0,4.0,2.0,2.0,3.67,5.0,5.0,5.0,4.0,72.0,3.0,8,7.0,2,2.0,1.0,2,39.0,
,25.0,4.0,4.0,4.0,1.0,5.0,2.0,5.0,3.0,4.0,52.0,4.0,8,8.0,2,4.0,1.0,2,44.0,
,6.0,4.0,2.0,1.0,2.0,,5.0,5.0,5.0,5.0,52.0,2.0,8,5.0,2,2.0,2.0,4,20.0,
,50.0,3.0,4.0,3.0,2.0,,,,4.0,4.0,60.0,4.0,8,8.0,1,1.0,,2,64.0,
2.0,40.0,4.0,4.0,3.0,1.0,2.33,,,4.0,4.0,44.0,3.0,8,8.0,1,1.0,,2,62.0,0.0
,2.0,1.0,3.0,1.0,2.0,5.0,,5.0,2.0,5.0,76.0,3.0,8,3.0,2,1.0,1.0,9,60.0,
2.0,20.0,3.0,3.0,1.0,2.0,,5.0,,4.0,4.0,64.0,1.0,8,7.0,2,1.0,1.0,2,40.0,0.0
2.0,40.0,3.0,3.0,2.0,2.0,4.67,,5.0,5.0,4.0,60.0,4.0,8,7.0,2,4.0,1.0,4,46.0,0.0
2.0,37.0,4.0,5.0,2.0,2.0,5.0,4.0,4.0,5.0,5.0,68.0,3.0,8,7.0,2,2.0,1.0,2,45.0,0.0
3.0,42.0,4.0,4.0,3.0,2.0,,4.0,4.0,3.0,4.0,48.0,3.0,8,8.0,2,6.0,2.0,2,40.0,1.0
,40.0,3.0,3.0,3.0,1.0,3.33,,,4.0,4.0,68.0,2.0,8,7.0,1,1.0,,4,43.0,
2.0,50.0,4.0,5.0,2.0,2.0,4.33,,4.0,4.0,4.0,72.0,7.0,8,6.0,1,3.0,1.0,1,27.0,0.0
2.0,40.0,3.0,3.0,3.0,2.0,4.33,5.0,5.0,5.0,4.0,56.0,4.0,8,5.0,2,4.0,1.0,2,53.0,0.0
1.0,40.0,5.0,5.0,4.0,1.0,4.33,,,3.0,4.0,92.0,2.0,8,8.0,2,1.0,,2,30.0,1.0
,42.0,4.0,5.0,1.0,2.0,4.0,5.0,5.0,5.0,4.0,64.0,1.0,8,7.0,3,4.0,1.0,2,30.0,
